Rv#,Product,Gene ,Sub-classification,MT,MT#,#TA,TotalTA/Group
1500,similarity to B. subtilis glycosyltransferase,,Other: Miscellaneous Transferases,MT1549,1549,36
1516,probable glucosyltransferase,,Other: Miscellaneous Transferases,MT1566,1566,13
1520,glycosyltransferase,,Other: Miscellaneous Transferases,MT1570,1570,24
1523,possible methyl-sterol transferase,,Other: Miscellaneous Transferases,MT1574,1574,17
1524,possible rhamnosyl/glycosyl transferase,,Other: Miscellaneous Transferases,MT1575,1575,13
1526,possible rhamnosyl/glycosyl transferase,,Other: Miscellaneous Transferases,MT1577,1577,19
1703,putative methyltransferase,,Other: Miscellaneous Transferases,MT1743,1743,16
1978,similar to methyltransferases,,Other: Miscellaneous Transferases,MT2030,2030,14
1988,possible rRNA methyltransferase,,Other: Miscellaneous Transferases,MT2042,2042,6
2294,aminotransferase,,Other: Miscellaneous Transferases,MT2351,2351,20
2483,possible transferase,,Other: Miscellaneous Transferases,MT2556,2556,27
2610,glycosyltransferase,,Other: Miscellaneous Transferases,MT2685,2685,16
2622,similar to SAM-dependent methyltransferase,,Other: Miscellaneous Transferases,MT2697,2697,8
2675,putative methyltransferase,,Other: Miscellaneous Transferases,MT2749,2749,14
2689,weak similarity to RNA methyltransferase,,Other: Miscellaneous Transferases,MT2763,2763,22
2739,glycosyltransferase,,Other: Miscellaneous Transferases,MT2808.1,2808.1,7
2952,glycosyltransferase,,Other: Miscellaneous Transferases,MT3026,3026,16
2957,similarity to glycosyltransferase,,Other: Miscellaneous Transferases,MT3031,3031,16
2958,similar to variety of glycosyltransferase,,Other: Miscellaneous Transferases,MT3034,3034,24
2959,some similarity to methyltransferases,,Other: Miscellaneous Transferases,MT3035,3035,31
2962,similarity to a variety of glycosyltransferases,,Other: Miscellaneous Transferases,MT3038,3038,21
3025,NifS-like protein,,Other: Miscellaneous Transferases,MT3109,3109,17
3026,some similarity to acyltransferase Q59601,,Other: Miscellaneous Transferases,MT3110,3110,10
3120,slight similarity to methyltransferases,,Other: Miscellaneous Transferases,MT3202,3202,9
3204,probable methyltransferase,,Other: Miscellaneous Transferases,MT3299,3299,4
3216,possible acyltransferase,,Other: Miscellaneous Transferases,MT3312,3312,6
3329,probable aminotransferase,,Other: Miscellaneous Transferases,MT3432,3432,22
3379,unknown transketolase; interrupted by IS6110,,Other: Miscellaneous Transferases,MT3489,3489,38
3579,putative methyltransferase,,Other: Miscellaneous Transferases,MT3685,3685,9
3631,possible glucosyltransferase,,Other: Miscellaneous Transferases,MT3733,3733,6
3699,probable methyltransferase,,Other: Miscellaneous Transferases,MT3802,3802,13
3729,probable transferase,,Other: Miscellaneous Transferases,MT3833,3833,29
3814,probable acyltransferase,,Other: Miscellaneous Transferases,MT3923,3922,12
3815,probable acyltransferase,,Other: Miscellaneous Transferases,MT3924,3923,11
3816,probable acyltransferase,,Other: Miscellaneous Transferases,MT3925,3924,14,1017
3022,PPE-family protein,PE,Other: PE family of proteins,MT3106.1,3106.1,9,
3135,PPE-family protein,PE,Other: PE family of proteins,MT3220.2,3220.2,4,13
151,PE-family protein,PE,Other: PE family: PE subfamily,MT0160,160,44,
152,PE-family protein,PE,Other: PE family: PE subfamily,MT0161,161,40,
159,PE-family protein,PE,Other: PE family: PE subfamily,MT0168,168,50,
160,PE-family protein,PE,Other: PE family: PE subfamily,MT0169,169,42,
285,PE-family protein,PE,Other: PE family: PE subfamily,MT0298,298,17,
335,PE-family protein,PE,Other: PE family: PE subfamily,MT0349,349,2,
916,PE-family protein,PE,Other: PE family: PE subfamily,MT0941,941,5,
1040,PE-family protein,PE,Other: PE family: PE subfamily,MT1069,1069,8,
1088,PE-family protein,PE,Other: PE family: PE subfamily,MT1119,1119,6,
1089,PE-family protein,PE,Other: PE family: PE subfamily,MT1120,1120,4,
1169,PE-family protein,PE,Other: PE family: PE subfamily,MT1206,1206,3,
1172,PE-family protein,PE,Other: PE family: PE subfamily,MT1209,1209,15,
1195,PE-family protein,PE,Other: PE family: PE subfamily,MT1233,1233,5,
1214,PE-family protein,PE,Other: PE family: PE subfamily,MT1252,1252,5
1386,PE-family protein,PE,Other: PE family: PE subfamily,MT1430,1430,5
1430,PE-family protein,PE,Other: PE family: PE subfamily,MT1474,1474,38
1646,PE-family protein,PE,Other: PE family: PE subfamily,MT1684,1684,18
1788,PE-family protein,PE,Other: PE family: PE subfamily,MT1837,1837,5
1791,PE-family protein,PE,Other: PE family: PE subfamily,MT1840,1840,6
1806,PE-family protein,PE,Other: PE family: PE subfamily,MT1855,855,27
2107,PE-family protein,PE,Other: PE family: PE subfamily,MT2166,2166,9
2328,PE-family protein,PE,Other: PE family: PE subfamily,MT2390,2390,17
2340,PE-family protein,PE,Other: PE family: PE subfamily,MT2404,2404,15
2371,PE-family protein,PE,Other: PE family: PE subfamily,MT2440,2440,4
2408,PE-family protein,PE,Other: PE family: PE subfamily,MT2481,2481,20
2431,PE-family protein,PE,Other: PE family: PE subfamily,MT2506,2506,6
2519,PE-family protein,PE,Other: PE family: PE subfamily,MT2595,2595,36
2615,PE-family protein,PE_PGRS,Other: PE family: PE subfamily,MT2690,2690,17
2769,PE-family protein,PE,Other: PE family: PE subfamily,MT2839,2839,16
3020,PE-family protein,PE,Other: PE family: PE subfamily,MT3105,3105,8,
3097,PE-family protein,PE,Other: PE family: PE subfamily,MT3181,3181,28,
3477,PE-family protein,PE,Other: PE family: PE subfamily,MT3581,3581,5,
3622,PE-family protein,PE,Other: PE family: PE subfamily,MT3724,3724,4,
3650,PE-family protein,PE,Other: PE family: PE subfamily,MT3752,3752,3,
3746,PE-family protein,PE,Other: PE family: PE subfamily,MT3854,3854,6,
3872,PE-family protein,PE,Other: PE family: PE subfamily,MT3986,3986,5,
3893,PE-family protein,PE,Other: PE family: PE subfamily,MT4008,4008,2,546
109,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0118,118,29,
124,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0132,132,15,
278,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0291,291,25,
279,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0291,291,25,
297,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0311,311,16,
532,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0556,556,21,
578,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0607,607,27,
742,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0768,768,5,
746,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0772.1,772.1,14
747,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0772.5,772.5,16
754,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0778,778,31
832,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0854,854,4
833,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0854.1,854.1,11
834,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0855,855,27
872,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT0894,894,27
977,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1004,1004,32
978,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1006.1,1006.1,9
980,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1008,1008,16
1067,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1096.1,1096.1,15
1068,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1097,1097,13
1087,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1118.1,1118.1,20
1091,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1123,1123,22
1243,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1280.1,1280.1,19
1325,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1367,1367,8
1396,PE_PGRS family protein,PE_PGRS (wag22),Other: PE family: PGRS subfamily,MT1440.1,1440.1,12
1441,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1486,1486,18
1450,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1497.1,1497.1,33
1452,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1499,1499,17
1468,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1514.1,1514.1,10
1651,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1689,1689,54
1759,PE_PGRS family protein (wag22; member of PGRS),PE_PGRS,Other: PE family: PGRS subfamily,MT1807,1807,26
1768,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1818,1818,21
1803,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1853,1853,33
1818,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1866,1866,15
1840,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT1888,1888,16
1983,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2036,2036,34
2098,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2159,2159,17
2126,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2185.1,2185.1,5
2162,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2220,2220,14
2396,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2467.1,2467.1,15
2487,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2561,2561,25
2490,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2564,2564,52
2591,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2668.1,2668.1,12
2634,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2712,2712,33
2741,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2812,2812,24
2853,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT2919,2919,40
3344,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3448,3448,5
3345,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3449,3449,45
3367,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3476,3476,6
3388,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3495,3495,23
3507,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3612,3612,42
3508,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3612.1,3612.1,39
3511,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3615.1,3615.1,52
3512,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3615.1,3615.1,52
3514,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3615.3,3615.3,29
3590,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3696,3696,21
3595,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3701,3701,15,
3653,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3756,3756,7,
3812,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,MT3920,3920,28,
2099,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,,,,
3652,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily,,,,1337
96,PPE-family protein,PPE,Other: PPE family of proteins,MT0105,105,34,
256,PPE-family protein,PPE,Other: PPE family of proteins,MT0269,269,32,
280,PPE-family protein,PPE,Other: PPE family of proteins,MT0292,292,30,
286,PPE-family protein,PPE,Other: PPE family of proteins,MT0299,299,31,
304,PPE-family protein,PPE,Other: PPE family of proteins,MT0318,318,197,
354,PPE-family protein,PPE,Other: PPE family of proteins,MT0369,369,10,
355,PPE-family protein,PPE,Other: PPE family of proteins,MT0370,370,171,
388,PPE-family protein,PPE,Other: PPE family of proteins,MT0400,400,26,
442,PPE-family protein,PPE,Other: PPE family of proteins,MT0458,458,24,
453,PPE-family protein,PPE,Other: PPE family of proteins,MT0469,469,23,
755,PPE-family protein,PPE,Other: PPE family of proteins,MT0779,779,55,
878,PPE-family protein,PPE,Other: PPE family of proteins,MT0901,901,19
915,PPE-family protein,PPE,Other: PPE family of proteins,MT0940,940,19
1039,PPE-family protein,PPE,Other: PPE family of proteins,MT1068,1068,24
1135,PPE-family protein,PPE,Other: PPE family of proteins,MT1168,1168,25
1168,PPE-family protein,PPE,Other: PPE family of proteins,MT1205,1205,16
1196,PPE-family protein,PPE,Other: PPE family of proteins,MT1234,1234,10
1361,PPE-family protein,PPE,Other: PPE family of proteins,MT1406,1406,14
1387,PPE-family protein,PPE,Other: PPE family of proteins,MT1431,1431,26
1548,PPE-family protein,PPE,Other: PPE family of proteins,MT1599,1599,46
1705,PPE-family protein,PPE,Other: PPE family of proteins,MT1745,1745,26
1706,PPE-family protein,PPE,Other: PPE family of proteins,MT1746,1746,20
1753,PPE-family protein,PPE,Other: PPE family of proteins,MT1796,1796,66
1787,PPE-family protein,PPE,Other: PPE family of proteins,MT1836,1836,21
1789,PPE-family protein,PPE,Other: PPE family of proteins,MT1838,1838,22
1790,PPE-family protein,PPE,Other: PPE family of proteins,MT1839,1839,20
1800,PPE-family protein,PPE,Other: PPE family of proteins,MT1849,1849,41
1801,PPE-family protein,PPE,Other: PPE family of proteins,MT1850,1850,25
1802,PPE-family protein,PPE,Other: PPE family of proteins,MT1851,1851,22
1807,PPE-family protein,PPE,Other: PPE family of proteins,MT1856,1856,21
1808,PPE-family protein,PPE,Other: PPE family of proteins,MT1856.1,1856.1,26
1809,PPE-family protein,PPE,Other: PPE family of proteins,MT1857,1857,38
1917,PPE-family protein,PPE,Other: PPE family of proteins,MT1968,1968,114
1918,PPE-family protein,PPE,Other: PPE family of proteins,MT1969,1969,76
2108,PPE-family protein,PPE,Other: PPE family of proteins,MT2167,2167,21
2123,PPE-family protein,PPE,Other: PPE family of proteins,MT2182.1,2182.1,7
2352,PPE-family protein,PPE,Other: PPE family of proteins,MT2419,2419,16
2353,PPE-family protein,PPE,Other: PPE family of proteins,MT2422,2422,17
2356,PPE-family protein,PPE,Other: PPE family of proteins,MT2425,2425,30
2430,PPE-family protein,PPE,Other: PPE family of proteins,MT2505,2505,13
2608,PPE-family protein,PPE,Other: PPE family of proteins,MT2683,2683,33
2768,PPE-family protein,PPE,Other: PPE family of proteins,MT2838,2838,25
2770,PPE-family protein,PPE,Other: PPE family of proteins,MT2840,2840,16
2892,PPE-family protein,PPE,Other: PPE family of proteins,MT2959,2959,21
3018,PPE-family protein,PPE,Other: PPE family of proteins,MT3101,3101,27
3021,PPE-family protein,PPE,Other: PPE family of proteins,MT3106,3106,26
3125,PPE-family protein,PPE,Other: PPE family of proteins,MT3209,3209,21
3136,PPE-family protein,PPE,Other: PPE family of proteins,MT3221,3221,21
3144,PPE-family protein,PPE,Other: PPE family of proteins,MT3231,3231,17
3159,PPE-family protein,PPE,Other: PPE family of proteins,MT3247,3247,26
3343,PPE-family protein,PPE,Other: PPE family of proteins,MT3447,3447,45
3347,PPE-family protein,PPE,Other: PPE family of proteins,MT3453,3453,121
3350,PPE-family protein,PPE,Other: PPE family of proteins,MT3458,3458,16
3429,PPE-family protein,PPE,Other: PPE family of proteins,MT3533,3533,29
3478,PPE-family protein,PPE,Other: PPE family of proteins,MT3582,3582,13
3532,PPE-family protein,PPE,Other: PPE family of proteins,MT3636,3636,22
3533,PPE-family protein,PPE,Other: PPE family of proteins,MT3637,3637,20
3558,PPE-family protein,PPE,Other: PPE family of proteins,MT3663,3663,21
3621,PPE-family protein,PPE,Other: PPE family of proteins,MT3723,3723,15
3738,PPE-family protein,PPE,Other: PPE family of proteins,MT3844,3844,28,
3739,PPE-family protein,PPE,Other: PPE family of proteins,MT3844,3844,28,
3873,PPE-family protein,PPE,Other: PPE family of proteins,MT3987,3987,12,
3892,PPE-family protein,PPE,Other: PPE family of proteins,MT4007,4007,10,
305,PPE-family protein,PPE,Other: PPE family of proteins,,,,
3425,PPE-family protein,PPE,Other: PPE family of proteins,,,,
3426,PPE-family protein,PPE,Other: PPE family of proteins,,,,2087
3539,PE-family protein,PPE,Other: PPE family: PPE subfamily,MT3643,3643,30,30
24,putative p60 homologue ,,Other: Virulence,MT0027,27,12,
167,part of mce1 operon,,Other: Virulence,MT0176,176,7,
168,part of mce1 operon,,Other: Virulence,MT0177,177,9,
169,cell invasion protein,mce1,Other: Virulence,MT0178,178,44,
170,part of mce1 operon,,Other: Virulence,MT0179,179,18,
171,part of mce1 operon,,Other: Virulence,MT0180,180,25,
172,part of mce1 operon,,Other: Virulence,MT0181,181,33,
174,part of mce1 operon,lprK,Other: Virulence,MT0183,183,31,
587,part of mce2 operon,,Other: Virulence,MT0616,615,12
588,part of mce2 operon,,Other: Virulence,MT0617,617,15
589,cell invasion protein,mce2,Other: Virulence,MT0618,618,27
