Rv#,Product,Gene ,Sub-classification
2457,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX,MMM: Degradation of Proteins; peptides and glycopeptides
2458,conserved hypothetical protein,,Conserved Hypotheticals
2459,probable drug efflux protein,,Cell Process: Efflux proteins
2460,ATP-dependent Clp protease proteolytic subunit,clpP2,MMM: Degradation of Proteins; peptides and glycopeptides
2461,ATP-dependent Clp protease proteolytic subunit,clpP ,MMM: Degradation of Proteins; peptides and glycopeptides
2462,chaperone protein; similar to trigger factor,tig,Cell Process: Protein and peptide secretion
2463,probable esterase,lipP,MMM: Esterases and Lipases
2464,probable DNA glycosylase; endonuclese VIII,,MMM: DNA replication; repair; recombination and restriction/modification
2465,phosphopentose isomerase,rpi,SMM: Energy metabolism- Pentose phosphate pathway
2466,conserved hypothetical protein,,Conserved Hypotheticals
2467,probable aminopeptidase,pepD,MMM: Degradation of Proteins; peptides and glycopeptides
2468,Hypothetical protein,,Unknowns
2469,conserved hypothetical protein,,Conserved Hypotheticals
2470,hemoglobin-like; oxygen carrier,gblO,SMM: Respiration- aerobic
2471,probable maltase [alpha]-glucosidase,,MMM: Polysaccharides (cytoplasmic)
2472,Hypothetical protein,,Unknowns
2473,probable membrane protein,,MMM: Other membrane proteins
2474,Hypothetical protein,,Unknowns
2475,conserved hypothetical protein,,Conserved Hypotheticals
2476,Hypothetical protein,,Unknowns
2477,ABC-transporter,,MMM: Other membrane proteins
2478,Hypothetical protein,,Unknowns
2479,possible IS6110 transposase,,Other: IS elements: IS6126
2480,possible IS6110 transposase,,Other: IS elements: IS6127
2481,Hypothetical protein,,Unknowns
2482,glycerol-3-phosphate acyltransferase,plsB2,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
2483,possible transferase,,Other: Miscellaneous Transferases
2484,conserved hypothetical protein,,Conserved Hypotheticals
2485,probable carboxylesterase,lipQ,MMM: Esterases and Lipases
2486,enoyl-CoA hydratase/isomerase superfamily,echA14,SMM: Degradation of fatty acids
2487,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
2488,transcriptional regulator (LuxR/UhpA family),,SMM: Repressors/activators
2489,Hypothetical protein,,Unknowns
2490,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
2491,Hypothetical protein,,Unknowns
2492,Hypothetical protein,,Unknowns
2493,conserved hypothetical protein,,Conserved Hypotheticals
2494,conserved hypothetical protein,,Conserved Hypotheticals
2495,dihydrolipoamide acetyltransferase,pdhC,SMM: Energy Metabolism-pyruvate dehydrogenase
2496,pyruvate dehydrogenase E1 component [beta] subunit,pdhB,SMM: Energy Metabolism-pyruvate dehydrogenase
2497,pyruvate dehydrogenase E1 component [alpha] subunit,pdhA,SMM: Energy Metabolism-pyruvate dehydrogenase
2498,citrate lyase [beta] chain,citE,SMM: Energy Metabolism-TCA cycle
2499,putatuve aldehyde dehydrogenase,,SMM: Misc oxidoreductases and oxygenases
2500,acyl-CoA dehydrogenase (aka mmgC),fadE19,SMM: Degradation of fatty acids
2501,acetyl/propionyl-CoA carboxylase; [alpha] subunit,accA1,SMM: Degradation of fatty acids
2502,acetyl/propionyl-CoA carboxylase; [beta] subunit,accD1,SMM: Degradation of fatty acids
2503,3-oxo acid:CoA transferase; [beta] subunit,scoB,SMM: Degradation of fatty acids
2504,3-oxo acid:CoA transferase; [alpha] subunit,scoA,SMM: Degradation of fatty acids
2505,acyl-CoA synthase,fadD35,SMM: Degradation of fatty acids
2506,transcriptional regulator (TetR/AcrR family),,SMM: Repressors/activators
2507,probable membrane spanning protein,,MMM: Other membrane proteins
2508,probable membrane protein,,MMM: Other membrane proteins
2509,putative oxidoreductase,,SMM: Misc oxidoreductases and oxygenases
2510,conserved hypothetical protein,,Conserved Hypotheticals
2511,conserved hypothetical protein,,Conserved Hypotheticals
2512,possible IS1081 transposase,,Other: IS elements: IS1083
2513,Hypothetical protein,,Unknowns
2514,Hypothetical protein,,Unknowns
2515,Hypothetical protein,,Unknowns
2516,Hypothetical protein,,Unknowns
2517,Hypothetical protein,,Unknowns
2518,lipoprotein,lppS,MMM: Cell membrane-Lipoproteins
2519,PE-family protein,PE,Other: PE family: PE subfamily
2520,conserved hypothetical protein,,Conserved Hypotheticals
2521,bacterioferritin comigratory protein,bcp,Cell Process: Detoxification
2522,conserved hypothetical protein,,Conserved Hypotheticals
2523,CoA:apo-[ACP] pentethienephosphotransferase,acpS,SMM: Biosyn of fatty and mycolic acids
2524,fatty acid synthase,fas,SMM: Biosyn of fatty and mycolic acids
2525,Hypothetical protein,,Unknowns
2526,conserved hypothetical protein,,Conserved Hypotheticals
2527,conserved hypothetical protein,,Conserved Hypotheticals
2528,restriction system protein,mrr,MMM: DNA replication; repair; recombination and restriction/modification
2529,Hypothetical protein,,Unknowns
2530,conserved hypothetical protein,,Conserved Hypotheticals
2531,ornithine/arginine decarboxylase,adi,SMM: Degradation of Amino acids and amines
2532,Hypothetical protein,,Unknowns
2533,N-utilization substance protein B,nusB,MMM:RNA synthesis; RNA modification and DNA transcription
2534,elongation factor P,efp,MMM: Protein translation and modification
2535,cytoplasmic peptidase,pepQ,MMM: Degradation of Proteins; peptides and glycopeptides
2536,probable membrane protein,,MMM: Other membrane proteins
2537,3-dehydroquinate dehydratase,aroD,SMM: Amino acid synthesis-Aromatic
2538,3-dehydroquinate synthase,aroB,SMM: Amino acid synthesis-Aromatic
2539,shikimate kinase I,aroK,SMM: Amino acid synthesis-Aromatic
2540,chorismate synthase,aroF,SMM: Amino acid synthesis-Aromatic
2541,Hypothetical protein,,Unknowns
2542,conserved hypothetical protein,,Conserved Hypotheticals
2543,lipoprotein,lppA,MMM: Cell membrane-Lipoproteins
2544,lipoprotein,lppB,MMM: Cell membrane-Lipoproteins
2545,conserved hypothetical protein,,Conserved Hypotheticals
2546,conserved hypothetical protein,,Conserved Hypotheticals
2547,conserved hypothetical protein,,Conserved Hypotheticals
2548,conserved hypothetical protein,,Conserved Hypotheticals
2549,Hypothetical protein,,Unknowns
2550,Hypothetical protein,,Unknowns
2551,Hypothetical protein,,Unknowns
2552,shikimate 5-dehydrogenase,aroE,SMM: Amino acid synthesis-Aromatic
2553,Hypothetical protein,,Unknowns
2554,Hypothetical protein,,Unknowns
2555,alanyl-tRNA synthase,alaS,MMM: Aminoacyl tRNA synthases and their modification
2556,conserved hypothetical protein,,Conserved Hypotheticals
2557,conserved hypothetical protein,,Conserved Hypotheticals
2558,conserved hypothetical protein,,Conserved Hypotheticals
2559,conserved hypothetical protein,,Conserved Hypotheticals
2560,probable membrane protein,,MMM: Other membrane proteins
2561,Hypothetical protein,,Unknowns
2562,Hypothetical protein,,Unknowns
2563,probable membrane protein,,MMM: Other membrane proteins
2564,probable ATP-binding transport protein,glnQ,Cell Process: Transport/Binding: amino acids
2565,conserved hypothetical protein,,Conserved Hypotheticals
2566,Hypothetical protein,,Unknowns
2567,conserved hypothetical protein,,Conserved Hypotheticals
2568,conserved hypothetical protein,,Conserved Hypotheticals
2569,conserved hypothetical protein,,Conserved Hypotheticals
2570,Hypothetical protein,,Unknowns
2571,conserved hypothetical protein,,Conserved Hypotheticals
2572,aspartyl-tRNA synthase,aspS,MMM: Aminoacyl tRNA synthases and their modification
2573,Hypothetical protein,,Unknowns
2574,Hypothetical protein,,Unknowns
2575,conserved hypothetical protein,,Conserved Hypotheticals
2576,Hypothetical protein,,Unknowns
2577,Hypothetical protein,,Unknowns
2578,Hypothetical protein,,Unknowns
2579,1;3;4;6-tetrachloro-1;4-cyclohexadiene hydrolase,linB,Other: Miscellaneous phosphatases; lyases and hydrolases
2580,histidyl-tRNA synthase,hisS,MMM: Aminoacyl tRNA synthases and their modification
2581,putative glyoxylase II,,Cell Process: Detoxification
2582,peptidyl-prolyl cis-trans isomerase,ppiB,MMM: Protein translation and modification
2583,(p)ppGpp synthase I,relA,SMM: Misc. nucleoside/nucleotide reactions
2584,adenine phosphoribosyltransferases,apt,SMM: Salvage of nucleotides and nucleosides
2585,conserved hypothetical protein,,Conserved Hypotheticals
2586,protein-export membrane protein ,secF,Cell Process: Protein and peptide secretion
2587,protein-export membrane protein ,secD,Cell Process: Protein and peptide secretion
2588,conserved hypothetical protein,,Conserved Hypotheticals
2589,4-aminobytyrate aminotransferase,gabT,SMM: Intermediate Metabolism-General
2590,acyl-CoA synthase,fadD9,SMM: Degradation of fatty acids
2591,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
2592,Holliday junction binding protein,ruvB,MMM: DNA replication; repair; recombination and restriction/modification
2593,Holliday junction binding protein; DNA helicase,ruvA,MMM: DNA replication; repair; recombination and restriction/modification
2594,Holliday junction binding protein; endodeoxyribonuclease,ruvC,MMM: DNA replication; repair; recombination and restriction/modification
2595,conserved hypothetical protein,,Conserved Hypotheticals
2596,conserved hypothetical protein,,Conserved Hypotheticals
2597,Hypothetical protein,,Unknowns
2598,Hypothetical protein,,Unknowns
2599,conserved hypothetical protein,,Conserved Hypotheticals
2600,conserved hypothetical protein,,Conserved Hypotheticals
2601,spermidine synthase,speE,SMM: Polyamine synthesis
2602,conserved hypothetical protein,,Conserved Hypotheticals
2603,conserved hypothetical protein,,Conserved Hypotheticals
2604,conserved hypothetical protein,,Conserved Hypotheticals
2605,thioesterase II,tesB2,SMM: Biosyn of fatty and mycolic acids
2606,conserved hypothetical protein,,Conserved Hypotheticals
2607,Pyridoxamine 5'-phosphate oxidase,pdxH,SMM: Biosyn of Pyridoxine
2608,PPE-family protein,PPE,Other: PPE family of proteins
2609,conserved hypothetical protein,,Conserved Hypotheticals
2610,glycosyltransferase,,Other: Miscellaneous Transferases
2611,conserved hypothetical protein,,Conserved Hypotheticals
2612,CDP-diacylglycerol-glycerol-3-phosphate,pgsA,SMM: Acyltransferases; mycoloyltransferases; and phospholipid synthesis
2613,conserved hypothetical protein,,Conserved Hypotheticals
2614,threonyl-tRNA synthase,thrS,MMM: Aminoacyl tRNA synthases and their modification
2615,PE-family protein,PE_PGRS,Other: PE family: PE subfamily
2616,Hypothetical protein,,Unknowns
2617,Hypothetical protein,,Unknowns
2618,conserved hypothetical protein,,Conserved Hypotheticals
2619,Hypothetical protein,,Unknowns
2620,conserved hypothetical protein,,Conserved Hypotheticals
2621,putative transcriptional regulator,,SMM: Repressors/activators
2622,similar to SAM-dependent methyltransferase,,Other: Miscellaneous Transferases
2623,conserved hypothetical protein,,Conserved Hypotheticals
2624,conserved hypothetical protein,,Conserved Hypotheticals
2625,conserved hypothetical protein,,Conserved Hypotheticals
2626,conserved hypothetical protein,,Conserved Hypotheticals
2627,conserved hypothetical protein,,Conserved Hypotheticals
2628,Hypothetical protein,,Unknowns
2629,Hypothetical protein,,Unknowns
2630,Hypothetical protein,,Unknowns
2631,conserved hypothetical protein,,Conserved Hypotheticals
2632,conserved hypothetical protein,,Conserved Hypotheticals
2633,Hypothetical protein,,Unknowns
2634,PE_PGRS family protein,PE_PGRS,Other: PE family: PGRS subfamily
2635,Hypothetical protein,,Unknowns
2636,Hypothetical protein,,Unknowns
2637,conserved hypothetical protein,,Conserved Hypotheticals
2638,conserved hypothetical protein,,Conserved Hypotheticals
2639,conserved hypothetical protein,,Conserved Hypotheticals
2640,transcriptional regulator (ArsR family),,SMM: Repressors/activators
2641,conserved hypothetical protein,,Conserved Hypotheticals
2642,transcriptional regulator (ArsR family),,SMM: Repressors/activators
2643,probable arsenical pump,arsC,Cell Process: Transport/Binding: Anions
2644,Hypothetical protein,,Unknowns
2645,Hypothetical protein,,Unknowns
2646,phiRV2 integrase,,Other: IS elements: Phage related functions
2647,phiRV2 phage related protein,,Other: IS elements: Phage related functions
2648,possible IS6110 transposase,,Other: IS elements: IS6128
2649,possible IS6110 transposase,,Other: IS elements: IS6129
2650,phiRV2 phage related protein,,Other: IS elements: Phage related functions
2651,phiRV2 prohead protease,,Other: IS elements: Phage related functions
2652,phiRV2 phage related protein,,Other: IS elements: Phage related functions
2653,phiRV2 phage related protein,,Other: IS elements: Phage related functions
2654,phiRV2 phage related protein,,Other: IS elements: Phage related functions
2655,phiRV2 phage related protein,,Other: IS elements: Phage related functions
2656,phiRV2 phage related protein,,Other: IS elements: Phage related functions
2657,similar to gp36 of mycobacteriophage L5,,Other: IS elements: Phage related functions
2658,phiRV2 phage related protein,,Other: IS elements: Phage related functions
2659,phiRV2 integrase,,Other: IS elements: Phage related functions
2660,Hypothetical protein,,Unknowns
2661,Hypothetical protein,,Unknowns
2662,Hypothetical protein,,Unknowns
2663,Hypothetical protein,,Unknowns
2664,Hypothetical protein,,Unknowns
2665,conserved hypothetical protein,,Conserved Hypotheticals
2666,possible IS1081 transposase,,Other: IS elements: IS1084
2667,similar to ClpC from M. leprae but shorter,clpX',MMM: Degradation of Proteins; peptides and glycopeptides
2668,Hypothetical protein,,Unknowns
2669,putative transcriptional regulator,,SMM: Repressors/activators
2670,conserved hypothetical protein,,Conserved Hypotheticals
2671,probable riboflavin deaminase,ribD,SMM: Biosyn of Riboflavin
2672,putative exported protease,,MMM: Surface polysaccharides; lipopolysaccharides; proteins and antigens
2673,probable membrane protein,,MMM: Other membrane proteins
2674,conserved hypothetical protein,,Conserved Hypotheticals
2675,putative methyltransferase,,Other: Miscellaneous Transferases
2676,conserved hypothetical protein,,Conserved Hypotheticals
2677,protoporphyrinogen oxidase,hemY',SMM: Biosyn of Heme and Porphyrin
2678,uroporphyrinogen decarboxylase,hemE,SMM: Biosyn of Heme and Porphyrin
2679,enoyl-CoA hydratase/isomerase superfamily,echA15,SMM: Degradation of fatty acids
2680,conserved hypothetical protein,,Conserved Hypotheticals
2681,conserved hypothetical protein,,Conserved Hypotheticals
2682,1-deoxy-D-xylulose 5-phosphate synthase,dxs,SMM: Biosyn of Menaquinone; PQQ; ubiquinone and other terpenoids
2683,conserved hypothetical protein,,Conserved Hypotheticals
2684,probable arsenical pump,arsA,Cell Process: Transport/Binding: Anions
2685,probable arsenical pump,arsB,Cell Process: Transport/Binding: Anions
2686,probable membrane protein,,MMM: Other membrane proteins
2687,Hypothetical protein,,Unknowns
2688,similar to transport ATP-binding proteins,,MMM: Other membrane proteins
2689,weak similarity to RNA methyltransferase,,Other: Miscellaneous Transferases
2690,possible transporter,,MMM: Other membrane proteins
2691,probable potassium uptake protein,trkA,Cell Process: Transport/Binding: cations
2692,probable potassium uptake protein,trkB,Cell Process: Transport/Binding: cations
2693,conserved hypothetical protein,,Conserved Hypotheticals
2694,conserved hypothetical protein,,Conserved Hypotheticals
2695,conserved hypothetical protein,,Conserved Hypotheticals
2696,conserved hypothetical protein,,Conserved Hypotheticals
2697,deoxyuridine triphosphatase,dut ,SMM: 2'-deoxyribonucleotide metabolism
2698,conserved hypothetical protein,,Conserved Hypotheticals
2699,conserved hypothetical protein,,Conserved Hypotheticals
2700,conserved hypothetical protein,,Conserved Hypotheticals
2701,putative extragenic suppressor protein,suhB,Cell Process: Chaperones/Heat Shock
2702,polyphophate glucokinase,ppgK,SMM: Degradation of Carbon compounds
2703,RNA pol sigma factor (aka MysA; RpoV),sigA,MMM:RNA synthesis; RNA modification and DNA transcription
